Gender,Education_Level,Income_Level,Urban_Rural,Profession,Dowry_Amount_Lakhs
Male,Postgraduate,Middle,Urban,Government Officer,17.61
Female,Graduate,Low,Urban,Government Officer,12.75
Male,School,Low,Urban,Farmer,8.47
Male,Postgraduate,Low,Urban,Software Engineer,14.21
Female,School,Low,Rural,Farmer,10.65
Female,School,Middle,Rural,Business Owner,14.59
Male,Postgraduate,Middle,Rural,Business Owner,16.8
Female,Postgraduate,High,Rural,Business Owner,16.08
Female,School,High,Rural,Software Engineer,16.95
Female,School,Low,Urban,Business Owner,17.11
Male,Postgraduate,Middle,Urban,Farmer,10.59
Male,Graduate,High,Rural,Farmer,9.7
Male,School,High,Urban,Government Officer,22.1
Female,School,High,Urban,Teacher,8.6
Male,Graduate,High,Urban,Doctor,33.87
Female,Postgraduate,Low,Urban,Business Owner,13.09
Male,Postgraduate,Middle,Urban,Software Engineer,27.94
Male,Graduate,Low,Rural,Software Engineer,27.16
Female,Postgraduate,High,Rural,Business Owner,9.49
Male,Postgraduate,High,Urban,Teacher,14.66
Female,School,Middle,Rural,Farmer,11.97
Female,School,Middle,Rural,Business Owner,15.27
Male,School,Low,Rural,Software Engineer,25.66
Female,Graduate,Middle,Rural,Doctor,33.67
Male,Postgraduate,Low,Urban,Teacher,5.2
Male,Postgraduate,Low,Rural,Business Owner,19.16
Female,School,High,Urban,Doctor,27.55
Male,School,Low,Rural,Business Owner,17.94
Female,Graduate,High,Rural,Teacher,10.41
Male,Postgraduate,Low,Urban,Software Engineer,20.61
Male,Graduate,Low,Urban,Farmer,11.08
Male,Postgraduate,Middle,Rural,Farmer,7.57
Male,Graduate,Middle,Rural,Teacher,9.72
Male,School,High,Urban,Government Officer,19.91
Female,Graduate,Middle,Rural,Farmer,7.67
Female,Graduate,Low,Urban,Business Owner,13.36
Female,School,High,Urban,Doctor,18.61
Female,Postgraduate,High,Urban,Doctor,22.95
Female,Postgraduate,High,Rural,Farmer,5.54
Female,School,Low,Urban,Teacher,9.0
Male,Graduate,Middle,Urban,Teacher,10.93
Male,Graduate,High,Rural,Teacher,11.09
Female,Graduate,Low,Urban,Doctor,19.77
Female,Postgraduate,Middle,Rural,Software Engineer,11.69
Male,Graduate,Middle,Rural,Doctor,29.89
Male,Postgraduate,High,Urban,Software Engineer,20.57
Male,Graduate,Low,Rural,Teacher,9.42
Female,School,Middle,Rural,Government Officer,13.68
Female,School,Low,Rural,Doctor,23.29
Female,Postgraduate,Middle,Urban,Teacher,13.18
Male,Postgraduate,High,Urban,Doctor,26.63
Male,School,High,Urban,Teacher,5.91
Female,School,Middle,Rural,Doctor,21.65
Female,Graduate,Low,Urban,Business Owner,19.76
Male,School,Middle,Urban,Doctor,25.89
Male,Postgraduate,Low,Rural,Business Owner,11.44
Male,School,Middle,Urban,Software Engineer,28.27
Male,Postgraduate,High,Rural,Doctor,21.72
Female,Postgraduate,Low,Urban,Software Engineer,24.6
Male,Graduate,High,Rural,Government Officer,13.91
Male,Graduate,Low,Rural,Farmer,4.41
Male,Graduate,Middle,Rural,Farmer,8.05
Female,Graduate,High,Rural,Business Owner,10.88
Female,School,High,Urban,Doctor,15.99
Male,Graduate,Low,Rural,Farmer,11.34
Male,School,Low,Rural,Software Engineer,11.12
Male,Graduate,Low,Rural,Farmer,9.46
Female,Graduate,High,Rural,Farmer,6.0
Female,Postgraduate,Middle,Rural,Teacher,14.34
Female,School,Low,Rural,Farmer,11.87
Male,Postgraduate,Middle,Urban,Software Engineer,16.71
Female,Graduate,Low,Rural,Farmer,8.32
Male,School,Middle,Urban,Doctor,30.46
Male,Graduate,Low,Rural,Farmer,4.11
Male,Postgraduate,Middle,Rural,Government Officer,21.22
Female,School,High,Urban,Farmer,11.16
Male,Postgraduate,Low,Rural,Business Owner,10.14
Female,Graduate,Low,Rural,Teacher,13.39
Female,Graduate,High,Urban,Software Engineer,12.31
Male,Graduate,Low,Urban,Farmer,8.11
Male,School,Low,Urban,Farmer,6.05
Female,Postgraduate,High,Urban,Doctor,24.43
Male,Postgraduate,High,Rural,Doctor,21.01
Female,Graduate,Middle,Urban,Business Owner,11.13
Male,Postgraduate,High,Urban,Teacher,12.43
Female,School,High,Urban,Software Engineer,14.46
Female,Graduate,Low,Rural,Software Engineer,18.17
Female,Graduate,High,Urban,Software Engineer,15.49
Female,Graduate,Low,Rural,Business Owner,10.86
Male,School,High,Rural,Business Owner,15.53
Male,Graduate,High,Rural,Farmer,3.41
Female,Graduate,Middle,Rural,Teacher,12.89
Female,Graduate,High,Urban,Software Engineer,20.92
Male,Graduate,High,Urban,Software Engineer,26.57
Male,Postgraduate,Low,Rural,Farmer,4.92
Male,Graduate,Low,Urban,Teacher,12.09
Male,School,Middle,Urban,Teacher,9.21
Male,Graduate,High,Urban,Teacher,5.77
Male,Graduate,Low,Urban,Doctor,30.05
Female,Postgraduate,High,Rural,Teacher,12.62
Male,Graduate,Middle,Urban,Government Officer,15.52
Male,Postgraduate,Low,Urban,Business Owner,18.99
Female,School,Low,Rural,Teacher,12.64
Male,Postgraduate,Middle,Urban,Doctor,21.14
Male,Graduate,High,Urban,Government Officer,15.11
Male,School,Low,Urban,Doctor,23.8
Male,Graduate,Low,Rural,Doctor,20.86
Male,Postgraduate,Middle,Urban,Farmer,4.95
Female,School,Middle,Urban,Doctor,22.98
Male,School,Middle,Rural,Doctor,15.51
Female,Postgraduate,High,Urban,Software Engineer,18.03
Female,Postgraduate,High,Rural,Business Owner,10.66
Male,School,High,Rural,Farmer,5.38
Female,School,Middle,Rural,Farmer,3.74
Male,Postgraduate,Low,Urban,Software Engineer,21.78
Female,Graduate,High,Urban,Government Officer,18.14
Female,School,Middle,Urban,Software Engineer,25.01
Male,Postgraduate,High,Urban,Farmer,11.88
Male,Graduate,Low,Urban,Government Officer,13.55
Male,School,Low,Rural,Farmer,5.45
Male,School,Middle,Rural,Teacher,11.82
Male,Postgraduate,Low,Rural,Government Officer,15.09
Female,Graduate,Middle,Rural,Farmer,3.27
Female,School,Middle,Urban,Software Engineer,12.2
Female,Graduate,Middle,Rural,Farmer,6.9
Female,Graduate,Middle,Rural,Software Engineer,18.62
Female,School,Low,Urban,Government Officer,24.64
Female,Graduate,Low,Rural,Software Engineer,19.32
Female,School,Low,Urban,Government Officer,20.81
Male,Graduate,Low,Urban,Doctor,24.84
Male,School,Middle,Urban,Business Owner,11.24
Female,Postgraduate,Middle,Rural,Government Officer,13.37
Female,School,Low,Rural,Doctor,32.18
Male,School,High,Rural,Doctor,18.05
Male,School,High,Rural,Doctor,16.94
Male,Graduate,High,Rural,Doctor,19.28
Male,Postgraduate,Low,Rural,Government Officer,12.03
Female,Graduate,Middle,Urban,Software Engineer,11.44
Male,Graduate,Middle,Urban,Doctor,27.7
Female,School,High,Rural,Teacher,7.44
Female,Graduate,High,Rural,Doctor,21.77
Female,School,Middle,Urban,Software Engineer,26.71
Male,Postgraduate,High,Urban,Software Engineer,25.46
Male,Graduate,High,Urban,Business Owner,13.91
Female,Graduate,Middle,Rural,Business Owner,15.36
Female,Graduate,High,Rural,Doctor,16.72
Female,School,High,Rural,Doctor,30.23
Male,School,Low,Urban,Farmer,7.65
Female,Graduate,High,Rural,Farmer,8.14
Male,Graduate,Low,Rural,Business Owner,15.99
Female,Postgraduate,Middle,Rural,Doctor,25.0
Female,Postgraduate,Low,Rural,Farmer,7.7
Female,Postgraduate,Middle,Rural,Teacher,10.0
Male,Postgraduate,Low,Rural,Government Officer,18.46
Male,Postgraduate,Low,Urban,Business Owner,17.0
Female,School,Low,Rural,Business Owner,13.13
Male,Postgraduate,High,Urban,Software Engineer,10.06
Female,Postgraduate,High,Urban,Doctor,27.24
Male,Graduate,High,Urban,Business Owner,19.43
Male,School,High,Rural,Business Owner,11.08
Male,Postgraduate,High,Rural,Farmer,10.35
Female,Postgraduate,Low,Rural,Teacher,9.55
Male,Postgraduate,High,Rural,Doctor,27.86
Male,Graduate,Middle,Urban,Government Officer,23.58
Female,Graduate,Low,Rural,Teacher,12.71
Female,Graduate,Low,Urban,Government Officer,23.5
Female,Postgraduate,Middle,Rural,Software Engineer,10.19
Female,Graduate,High,Rural,Business Owner,10.25
Male,Postgraduate,Middle,Urban,Farmer,6.81
Male,School,Low,Urban,Teacher,13.48
Male,Postgraduate,Low,Urban,Government Officer,22.9
Male,Graduate,Low,Rural,Doctor,18.7
Male,School,Middle,Urban,Software Engineer,12.84
Female,Postgraduate,High,Urban,Software Engineer,26.69
Male,School,Low,Urban,Business Owner,14.5
Male,School,High,Rural,Business Owner,15.52
Male,School,Low,Urban,Government Officer,22.52
Female,Postgraduate,High,Urban,Government Officer,14.75
Female,Graduate,Middle,Rural,Software Engineer,12.73
Male,Postgraduate,Low,Urban,Government Officer,23.17
Female,Graduate,Low,Urban,Business Owner,9.34
Female,Postgraduate,Low,Urban,Software Engineer,11.76
Female,Postgraduate,Middle,Rural,Software Engineer,15.54
Female,Postgraduate,Middle,Urban,Doctor,21.34
Female,Graduate,High,Urban,Doctor,19.82
Female,Postgraduate,Middle,Urban,Government Officer,21.64
Female,School,Low,Urban,Government Officer,24.65
Male,Postgraduate,High,Urban,Business Owner,10.4
Male,School,Middle,Urban,Business Owner,17.38
Female,Graduate,High,Urban,Doctor,15.88
Male,Graduate,High,Rural,Software Engineer,12.38
Male,Postgraduate,High,Rural,Teacher,10.15
Female,Postgraduate,Low,Rural,Farmer,12.0
Male,Postgraduate,Low,Urban,Farmer,11.54
Female,School,Middle,Rural,Teacher,6.12
Female,Graduate,Low,Urban,Government Officer,15.12
Female,School,High,Urban,Farmer,11.51
Male,School,High,Urban,Farmer,4.36
Male,Postgraduate,Low,Rural,Teacher,12.43
Male,Postgraduate,High,Rural,Teacher,5.01
Male,School,Low,Urban,Doctor,27.63
Female,School,High,Urban,Software Engineer,19.89
Female,Postgraduate,Middle,Rural,Business Owner,13.65
Male,Postgraduate,Middle,Rural,Doctor,31.58
Female,School,Low,Rural,Farmer,3.73
Female,Postgraduate,Low,Rural,Business Owner,12.53
Male,Postgraduate,Low,Rural,Doctor,23.92
Female,School,Low,Rural,Doctor,17.48
Male,School,Low,Rural,Teacher,5.86
Female,Graduate,High,Urban,Business Owner,10.16
Male,School,Middle,Urban,Doctor,19.82
Female,Postgraduate,High,Rural,Teacher,14.66
Female,School,Middle,Rural,Government Officer,18.18
Male,School,High,Urban,Business Owner,14.12
Male,School,High,Rural,Doctor,29.14
Male,Graduate,High,Urban,Farmer,9.16
Male,Graduate,Low,Urban,Government Officer,18.54
Female,Postgraduate,Middle,Rural,Teacher,8.4
Female,Graduate,Low,Urban,Doctor,21.62
Male,School,Low,Rural,Farmer,3.52
Female,Graduate,High,Rural,Teacher,14.0
Male,School,Middle,Urban,Teacher,12.69
Male,Graduate,Middle,Urban,Farmer,8.61
Female,Graduate,Middle,Urban,Teacher,8.96
Female,Graduate,Middle,Rural,Business Owner,14.99
Male,School,Low,Rural,Government Officer,18.31
Male,Graduate,Low,Rural,Government Officer,15.56
Male,School,Middle,Rural,Software Engineer,15.97
Female,School,Low,Rural,Doctor,32.49
Female,Postgraduate,Middle,Rural,Teacher,11.35
Female,Graduate,Low,Rural,Doctor,15.03
Female,Postgraduate,High,Urban,Government Officer,16.25
Male,Postgraduate,High,Rural,Government Officer,16.42
Male,School,Middle,Urban,Teacher,12.06
Male,Graduate,Middle,Urban,Business Owner,16.41
Male,School,Low,Rural,Farmer,7.18
Male,School,Middle,Urban,Teacher,14.51
Male,Graduate,Middle,Urban,Teacher,13.72
Female,School,Low,Urban,Software Engineer,27.32
Female,Graduate,Middle,Rural,Farmer,6.13
Male,Graduate,Middle,Urban,Business Owner,13.17
Male,School,High,Rural,Doctor,23.38
Female,School,High,Rural,Farmer,6.96
Female,Postgraduate,High,Rural,Business Owner,18.67
Female,School,Middle,Urban,Teacher,7.49
Female,Graduate,Low,Urban,Teacher,13.02
Male,Postgraduate,High,Rural,Teacher,10.14
Male,Graduate,Middle,Rural,Teacher,7.49
Male,Postgraduate,High,Rural,Teacher,10.27
Male,School,Low,Urban,Farmer,4.76
Male,School,Low,Urban,Farmer,3.97
Female,School,Low,Urban,Farmer,10.54
Male,Graduate,Low,Urban,Business Owner,16.39
Female,Postgraduate,Low,Urban,Teacher,7.05
Male,Graduate,Low,Urban,Government Officer,24.25
Male,Postgraduate,Middle,Urban,Farmer,3.22
Male,School,High,Rural,Government Officer,16.33
Male,Graduate,Low,Urban,Software Engineer,10.43
Male,School,High,Rural,Doctor,17.85
Female,Graduate,High,Urban,Farmer,4.62
Female,School,Middle,Rural,Government Officer,22.53
Female,Graduate,Low,Urban,Software Engineer,29.86
Male,Graduate,Low,Urban,Business Owner,18.41
Male,Postgraduate,Middle,Urban,Doctor,27.7
Female,School,Middle,Rural,Teacher,12.23
Male,Postgraduate,Middle,Urban,Farmer,7.71
Male,Postgraduate,Middle,Urban,Farmer,6.8
Female,School,Middle,Rural,Teacher,11.92
Male,Graduate,High,Urban,Business Owner,19.68
Female,Postgraduate,Middle,Urban,Doctor,15.58
Male,School,Low,Rural,Farmer,5.83
Female,Graduate,Low,Urban,Government Officer,16.29
Male,Postgraduate,Middle,Rural,Doctor,23.29
Male,Postgraduate,Middle,Rural,Software Engineer,22.54
Female,Postgraduate,Middle,Rural,Farmer,7.62
Male,Graduate,Middle,Urban,Business Owner,8.22
Male,Postgraduate,Middle,Urban,Government Officer,17.35
Female,Graduate,Low,Rural,Doctor,27.39
Male,Postgraduate,High,Rural,Doctor,25.1
Female,School,Middle,Urban,Government Officer,23.34
Male,Postgraduate,Middle,Urban,Software Engineer,17.97
Male,School,Middle,Urban,Software Engineer,10.25
Male,School,Low,Rural,Doctor,20.7
Male,School,Low,Urban,Teacher,6.36
Female,Graduate,High,Rural,Government Officer,15.25
Male,School,High,Rural,Farmer,6.26
Female,Postgraduate,High,Urban,Software Engineer,23.53
Male,Graduate,High,Urban,Farmer,5.92
Male,School,Low,Rural,Software Engineer,27.68
Male,Graduate,High,Rural,Software Engineer,15.99
Male,Graduate,Middle,Urban,Business Owner,9.64
Female,Graduate,Low,Rural,Farmer,4.52
Female,Postgraduate,Low,Urban,Teacher,14.35
Female,School,Low,Urban,Software Engineer,19.1
Female,Graduate,Middle,Rural,Teacher,9.03
Male,Graduate,Low,Rural,Doctor,16.38
Female,Graduate,Middle,Urban,Doctor,29.67
Female,School,High,Rural,Business Owner,16.34
Male,Graduate,Low,Rural,Teacher,8.76
Male,Graduate,Middle,Urban,Government Officer,20.99
Male,Postgraduate,Low,Rural,Business Owner,12.41
Male,School,High,Urban,Software Engineer,11.46
Female,Postgraduate,Low,Rural,Doctor,29.76
Female,School,High,Urban,Doctor,34.3
Male,School,Low,Rural,Government Officer,20.43
Male,School,Middle,Rural,Business Owner,11.32
Male,Postgraduate,High,Rural,Teacher,7.7
Female,Postgraduate,Low,Rural,Doctor,33.58
Female,Postgraduate,High,Rural,Software Engineer,16.07
Male,Postgraduate,High,Rural,Government Officer,21.99
Male,Graduate,Middle,Rural,Government Officer,20.36
Female,Graduate,Middle,Rural,Farmer,8.33
Male,Graduate,Middle,Urban,Government Officer,14.35
Male,School,Middle,Rural,Software Engineer,10.69
Female,Graduate,High,Rural,Government Officer,18.35
Male,School,High,Rural,Teacher,14.88
Female,Postgraduate,Low,Rural,Farmer,4.76
Male,School,Low,Rural,Teacher,10.37
Male,School,Low,Urban,Business Owner,16.05
Female,Graduate,Middle,Urban,Business Owner,13.8
Female,Postgraduate,High,Rural,Teacher,10.07
Male,Postgraduate,High,Rural,Software Engineer,23.22
Female,Graduate,Low,Rural,Farmer,10.33
Male,Postgraduate,Low,Rural,Business Owner,12.0
Male,Postgraduate,High,Urban,Government Officer,23.69
Female,Postgraduate,Middle,Rural,Teacher,9.85
Male,Graduate,Low,Urban,Doctor,28.24
Male,Postgraduate,Low,Rural,Software Engineer,12.13
Female,School,High,Urban,Software Engineer,19.85
Female,School,High,Urban,Teacher,5.16
Male,Postgraduate,Low,Urban,Doctor,22.82
Female,Graduate,Low,Rural,Software Engineer,11.09
Female,Graduate,Middle,Rural,Farmer,11.07
Female,Graduate,Middle,Rural,Business Owner,16.07
Female,Postgraduate,Middle,Rural,Farmer,10.13
Male,Postgraduate,Middle,Rural,Doctor,24.35
Male,School,Low,Urban,Farmer,10.67
Male,Graduate,Low,Urban,Government Officer,23.35
Female,School,Low,Urban,Business Owner,12.28
Female,School,Middle,Rural,Doctor,22.54
Female,Graduate,Low,Urban,Teacher,10.08
Female,Postgraduate,High,Rural,Software Engineer,10.84
Female,Postgraduate,Middle,Urban,Business Owner,19.95
Female,School,High,Rural,Teacher,8.59
Female,School,Middle,Urban,Doctor,24.42
Male,School,Low,Rural,Government Officer,21.81
Male,School,Middle,Urban,Software Engineer,15.95
Female,Graduate,High,Urban,Software Engineer,14.03
Female,School,Middle,Urban,Business Owner,9.53
Female,School,High,Rural,Teacher,10.28
Male,Postgraduate,Low,Urban,Doctor,15.11
Male,Postgraduate,High,Urban,Doctor,29.19
Female,Postgraduate,Low,Urban,Teacher,9.61
Female,Graduate,High,Rural,Software Engineer,20.64
Male,Graduate,Low,Urban,Teacher,7.63
Male,Postgraduate,High,Rural,Farmer,4.6
Male,Postgraduate,Low,Urban,Doctor,29.0
Male,School,Low,Urban,Teacher,7.1
Female,School,Low,Rural,Software Engineer,25.6
Male,Graduate,High,Rural,Business Owner,10.44
Male,Graduate,High,Urban,Farmer,8.51
Female,School,Low,Rural,Software Engineer,22.88
Male,Postgraduate,Middle,Rural,Government Officer,18.57
Male,School,Low,Rural,Government Officer,24.96
Male,Graduate,Middle,Urban,Teacher,8.76
Female,Graduate,Low,Urban,Software Engineer,27.67
Male,School,High,Urban,Software Engineer,13.38
Female,School,Middle,Rural,Doctor,21.74
Female,School,High,Rural,Business Owner,9.74
Male,Graduate,Middle,Rural,Farmer,8.43
Male,Postgraduate,Middle,Rural,Software Engineer,22.77
Male,School,Middle,Urban,Farmer,7.08
Male,Graduate,Middle,Rural,Teacher,12.2
Female,Graduate,High,Urban,Doctor,32.35
Male,Graduate,Middle,Rural,Farmer,9.99
Male,School,Low,Urban,Farmer,5.17
Male,School,Low,Urban,Farmer,5.88
Female,Postgraduate,Middle,Rural,Farmer,6.42
Male,Graduate,High,Rural,Farmer,4.83
Male,School,High,Rural,Doctor,22.22
Female,Graduate,Middle,Urban,Teacher,7.38
Female,Graduate,High,Rural,Farmer,11.96
Male,Postgraduate,High,Urban,Farmer,10.05
Male,School,High,Rural,Teacher,13.6
Male,School,Middle,Urban,Software Engineer,28.44
Male,Graduate,Low,Rural,Software Engineer,23.3
Male,Graduate,Low,Urban,Doctor,18.52
Female,Postgraduate,Low,Urban,Doctor,30.17
Female,Postgraduate,Low,Urban,Business Owner,8.19
Male,Postgraduate,Low,Rural,Doctor,17.26
Male,Postgraduate,High,Urban,Teacher,5.3
Female,Postgraduate,High,Rural,Farmer,4.22
Male,Postgraduate,High,Urban,Teacher,12.52
Male,Graduate,Middle,Rural,Business Owner,18.63
Male,Postgraduate,High,Rural,Government Officer,15.62
Male,Graduate,Low,Urban,Government Officer,13.55
Male,Graduate,High,Urban,Teacher,7.73
Female,School,Low,Rural,Government Officer,20.41
Male,Graduate,High,Urban,Government Officer,16.55
Male,Graduate,Low,Rural,Business Owner,19.53
Male,Postgraduate,High,Rural,Farmer,4.18
Female,Graduate,Low,Rural,Doctor,34.81
Female,Postgraduate,Low,Rural,Doctor,15.25
Female,Postgraduate,Middle,Rural,Government Officer,17.87
Female,Postgraduate,High,Rural,Software Engineer,15.04
Male,School,Low,Rural,Business Owner,14.8
Female,Postgraduate,High,Rural,Farmer,3.87
Male,Graduate,Low,Rural,Farmer,10.88
